Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Month
ULUKHAKTOK A,-5.5,11.3,-20.4,,,0.0,2025,May
ULUKHAKTOK,-7.0,5.3,-20.1,,,0.0,2025,May
SACHS HARBOUR CLIMATE,-4.7,7.6,-19.1,,9.4,0.0,2025,May
SACHS HARBOUR A,-6.5,7.4,-19.4,,,0.0,2025,May
THOMSEN RIVER,-7.9,1.7,-17.1,,,0.0,2025,May
BRETON,,,,0.0,93.8,,2025,May
CAMROSE,12.1,31.3,-2.7,,19.6,4.5,2025,May
CORONATION CLIMATE,11.6,30.7,-2.5,,36.6,1.0,2025,May
DAKOTA WEST,12.6,32.0,-2.5,0.0,59.4,7.1,2025,May
EDMONTON INTERNATIONAL CS,13.1,32.7,-3.7,,24.7,11.4,2025,May
EDMONTON BLATCHFORD,14.2,32.7,0.3,,26.3,14.7,2025,May
EDMONTON INTL A,13.0,32.8,-3.9,0.0,31.2,11.3,2025,May
EDMONTON VILLENEUVE A,13.1,31.9,-2.8,,33.0,10.2,2025,May
EDMONTON STONY PLAIN,13.2,31.0,2.5,0.0,46.4,8.1,2025,May
ELK ISLAND NAT PARK,13.1,30.0,-0.2,,18.6,7.6,2025,May
FABYAN,12.2,31.5,-2.5,0.0,39.4,4.8,2025,May
FORT SASKATCHEWAN,12.9,28.0,-3.0,0.0,4.0,0.8,2025,May
LLOYDMINSTER,12.7,31.5,-2.1,,0.0,10.4,2025,May
LLOYDMINSTER A,12.8,31.0,-2.0,0.0,24.4,10.8,2025,May
MOBILE UPPER AIR STATION-EDMONTON,19.9,21.1,18.7,,,1.9,2025,May
MONITOR,,,,0.0,13.2,,2025,May
RANFURLY AUTO,13.2,31.9,-0.5,,34.2,9.9,2025,May
ROCKY MTN HOUSE (AUT),10.2,29.5,-1.7,,47.6,1.4,2025,May
UNCAS,,,,0.0,24.8,,2025,May
VEGREVILLE,13.0,31.8,-1.4,,17.7,9.3,2025,May
EDMONTON STONY PLAIN CS,13.3,31.0,0.6,,43.9,7.6,2025,May
ESTHER 1,12.8,31.2,0.3,,8.5,5.9,2025,May
WAINWRIGHT CFB AIRFIELD 21,12.8,32.1,0.5,,23.9,7.8,2025,May
DRUMHELLER EAST,13.9,33.9,0.5,,38.2,14.1,2025,May
LACOMBE CDA 2,12.2,31.9,-1.5,,47.8,7.6,2025,May
RED DEER REGIONAL A,11.7,31.6,-1.7,,90.5,4.6,2025,May
SUNDRE A,9.9,30.3,-4.9,,52.6,0.4,2025,May
BOW ISLAND,14.0,32.7,-1.9,,12.0,12.5,2025,May
BROOKS,13.1,32.7,-4.4,,26.8,9.2,2025,May
CALGARY INTL A,12.9,31.8,0.7,0.0,53.5,6.1,2025,May
CALGARY INT'L CS,12.3,30.9,-1.1,,47.6,4.0,2025,May
CALGARY SPRINGBANK A,10.4,30.4,-5.7,,28.1,0.3,2025,May
CARDSTON,12.6,31.9,-1.9,,20.9,6.8,2025,May
CARWAY,10.9,28.9,-2.6,,28.9,3.0,2025,May
CLARESHOLM,12.6,33.0,-3.2,,34.2,6.4,2025,May
COP UPPER,12.2,31.2,0.1,,47.7,6.9,2025,May
LETHBRIDGE,13.0,33.5,-1.9,,43.8,8.0,2025,May
LETHBRIDGE CDA,13.0,33.4,-1.3,,29.9,10.2,2025,May
LETHBRIDGE CDA 2,,,,0.0,0.0,,2025,May
MEDICINE HAT,14.9,33.6,-2.0,,8.6,22.3,2025,May
MEDICINE HAT RCS,15.1,33.8,-2.6,,8.4,22.3,2025,May
PINCHER CREEK,11.4,30.7,-3.8,,27.9,4.1,2025,May
PINCHER CREEK CLIMATE,11.6,31.0,-3.6,,29.5,4.3,2025,May
QUEENSTOWN,13.0,32.5,-0.5,0.0,18.2,9.5,2025,May
STAVELY AAFC,11.3,28.6,0.3,,61.0,2.9,2025,May
TABER,14.6,34.0,2.0,0.0,35.2,7.6,2025,May
OKOTOKS,12.9,32.5,-2.0,0.0,88.4,7.8,2025,May
MILK RIVER,12.4,32.4,-5.7,,42.5,4.4,2025,May
ONEFOUR CDA,13.5,32.4,-0.9,,,7.2,2025,May
BANFF CS,9.6,27.0,-4.5,,34.1,0.0,2025,May
BEAVER MINES,11.1,29.5,-2.0,,30.1,3.1,2025,May
BOW VALLEY,10.9,29.7,-4.3,,33.0,1.7,2025,May
CROWSNEST,9.2,27.8,-6.3,,26.4,0.0,2025,May
JASPER WARDEN,10.4,30.9,-4.0,,29.6,0.0,2025,May
KANANASKIS,10.1,28.5,-4.0,0.0,51.8,0.8,2025,May
NORDEGG CS,8.7,27.7,-7.1,,82.6,0.0,2025,May
PEKISKO,10.1,29.8,-4.1,,34.0,1.5,2025,May
WATERTON PARK GATE,11.4,28.8,-5.4,,41.3,3.0,2025,May
WHITECOURT A,11.8,30.4,-1.9,,,3.7,2025,May
NAKISKA RIDGETOP,3.5,18.2,-7.2,,,0.0,2025,May
BARRHEAD CS,12.6,32.0,-1.4,,36.2,4.8,2025,May
BRULE BLACK CAT,8.6,31.0,-7.5,0.0,74.0,0.0,2025,May
CAMPSIE AUTO,12.0,30.7,-2.3,,77.2,2.9,2025,May
EDSON,10.2,29.2,-4.1,,52.1,0.0,2025,May
EDSON CLIMATE,10.3,29.0,-3.4,,51.4,0.0,2025,May
ENTWISTLE,12.7,32.0,0.0,0.0,83.0,6.0,2025,May
FORT MCMURRAY CS,13.5,32.9,-5.1,,13.6,13.7,2025,May
FORT MCMURRAY A,13.6,32.9,-3.3,,17.9,15.2,2025,May
HENDRICKSON CREEK,6.1,28.7,-7.6,,57.1,0.0,2025,May
ISLAND LAKE SOUTH,12.8,31.6,-1.1,,43.7,7.8,2025,May
LAC LA BICHE CLIMATE,12.9,31.0,-2.4,,42.3,7.7,2025,May
MILDRED LAKE,14.7,33.5,0.1,,23.1,21.4,2025,May
SLAVE LAKE,12.5,31.7,-2.1,,20.6,4.7,2025,May
SLAVE LAKE RCS,12.4,32.2,-1.8,,6.3,3.7,2025,May
WILLOW CREEK 1,,,,,53.5,,2025,May
BEAVERLODGE RCS,11.7,32.3,-1.4,,6.0,3.6,2025,May
EGG ISLAND,5.2,20.9,-11.0,,,0.0,2025,May
FORT CHIPEWYAN,12.1,34.5,-7.9,,4.6,18.3,2025,May
FORT CHIPEWYAN RCS,12.7,34.7,-2.3,,1.3,19.1,2025,May
FORT VERMILION,13.9,33.4,-3.0,,2.7,13.6,2025,May
GRANDE PRAIRIE A,12.3,32.3,-1.6,0.0,6.6,4.8,2025,May
HIGH LEVEL A,12.2,32.8,-5.3,,4.3,5.6,2025,May
HIGH LEVEL,11.3,32.3,-6.4,,5.4,5.3,2025,May
PEACE RIVER A,12.4,32.0,-2.9,,5.9,5.2,2025,May
ROMA,13.3,31.6,-1.7,,6.8,6.9,2025,May
RED EARTH,13.1,33.3,-4.4,,10.4,7.5,2025,May
GARDEN RIVER,13.2,33.7,-3.5,,18.4,10.2,2025,May
COLD LAKE A,12.7,31.3,-2.0,0.0,55.2,8.1,2025,May
BRATT'S LAKE CLIMATE,12.2,32.8,-1.9,,43.5,9.6,2025,May
BROADVIEW,12.1,31.8,-2.5,,39.8,7.3,2025,May
DUVAL,13.4,30.0,0.0,0.0,24.0,18.0,2025,May
ESTEVAN A,12.5,33.4,-3.3,,101.8,17.5,2025,May
ESTEVAN,12.7,33.3,-0.7,,96.8,18.2,2025,May
INDIAN HEAD CDA,12.7,33.8,-4.0,,14.9,14.5,2025,May
KELLIHER,13.2,30.5,-1.0,0.0,31.6,11.6,2025,May
KIPLING,12.4,32.0,-1.5,0.0,69.0,13.2,2025,May
LAST MOUNTAIN CS,13.4,30.4,-1.3,,17.4,10.9,2025,May
LEROY,13.6,30.5,-3.0,0.0,10.2,14.1,2025,May
LIPTON 2,13.5,32.5,-2.5,0.0,12.4,7.1,2025,May
MOOSE JAW CS,13.2,30.3,-3.3,,28.1,16.0,2025,May
OXBOW,12.0,32.5,-1.0,0.0,92.0,11.4,2025,May
QU'APPELLE 1,13.0,33.5,-2.5,0.0,40.8,14.1,2025,May
REGINA INTL A,12.7,32.0,-1.5,,,12.4,2025,May
REGINA RCS,13.0,32.6,-1.0,,39.0,13.8,2025,May
WATROUS EAST,12.6,31.6,-1.5,,12.9,8.6,2025,May
YELLOW GRASS NORTH,12.5,33.4,-2.9,,68.4,11.1,2025,May
YORKTON,12.4,30.3,-1.7,,17.6,11.2,2025,May
YORKTON,13.1,30.1,-1.3,,15.7,13.4,2025,May
WYNYARD (AUT),13.2,29.8,-1.7,,16.9,16.5,2025,May
WEYBURN,12.1,32.4,-3.0,,60.7,10.2,2025,May
ASSINIBOIA AIRPORT,12.7,31.7,-1.6,,29.2,9.4,2025,May
BEECHY,14.1,31.0,-0.5,0.0,24.4,9.5,2025,May
ELBOW CS,13.0,30.0,-2.1,,17.9,2.4,2025,May
LUCKY LAKE,13.2,29.8,-0.2,,14.7,7.0,2025,May
MAPLE CREEK,13.1,31.4,-5.2,,22.5,8.1,2025,May
ROCK POINT,13.7,29.5,1.5,0.0,21.4,12.9,2025,May
SWIFT CURRENT,13.2,29.6,1.3,,27.9,3.7,2025,May
SWIFT CURRENT CDA,14.0,29.3,1.7,,10.7,1.2,2025,May
LEADER AIRPORT,14.1,33.0,-1.6,,18.2,9.7,2025,May
CORONACH SPC,12.0,32.2,-5.1,,16.5,5.7,2025,May
CYPRESS HILLS PARK,11.3,27.5,0.5,,7.9,0.7,2025,May
EASTEND CYPRESS (AUT),12.6,29.1,1.2,,27.8,4.8,2025,May
MANKOTA,11.9,30.8,-4.9,,46.5,1.8,2025,May
ROCKGLEN (AUT),12.1,28.3,-0.6,,39.3,6.7,2025,May
VAL MARIE SOUTHEAST,12.5,31.5,-4.1,,36.8,1.2,2025,May
BUTTE ST PIERRE,12.7,32.0,-6.0,0.0,22.0,4.9,2025,May
KINDERSLEY A,13.5,32.3,0.5,,,8.9,2025,May
KINDERSLEY A,13.5,32.3,0.5,0.0,5.7,8.9,2025,May
KINDERSLEY AIRPORT,13.5,31.9,0.1,,7.4,7.6,2025,May
NORTH BATTLEFORD RCS,13.5,31.8,-1.5,,5.0,8.7,2025,May
NORTH BATTLEFORD,13.6,31.8,-0.8,,9.8,10.5,2025,May
ROSETOWN EAST,13.4,32.0,-2.6,,5.5,6.6,2025,May
SCOTT CDA,12.9,30.7,-1.0,,11.8,4.0,2025,May
SONNINGDALE,12.6,29.5,-1.0,0.0,16.6,5.1,2025,May
WASECA RCS,13.2,30.6,-1.3,,23.9,10.0,2025,May
HOEY,,,,0.0,1.2,,2025,May
MELFORT,13.8,31.7,-2.4,,1.6,17.3,2025,May
OUTLOOK PFRA,13.6,30.8,-0.3,,6.2,6.1,2025,May
PILGER,13.6,30.8,-2.3,,4.3,7.3,2025,May
PRINCE ALBERT A,13.3,32.1,-5.0,0.0,2.4,8.4,2025,May
PRINCE ALBERT GLASS FIELD,12.6,31.4,-5.1,,2.0,4.3,2025,May
SASKATOON INTL A,13.9,31.4,-0.8,,,13.9,2025,May
SASKATOON RCS,14.1,31.9,-1.2,,7.9,12.3,2025,May
BUFFALO NARROWS (AUT),12.7,31.7,-2.1,,37.4,11.6,2025,May
BUFFALO NARROWS A,13.0,31.9,-1.0,,34.9,15.7,2025,May
CIGAR LAKE,7.9,33.0,-11.0,0.0,1.4,6.5,2025,May
COLLINS BAY SK,7.3,29.1,-15.7,,6.2,6.9,2025,May
COLLINS BAY CAMECO,8.4,30.5,-12.0,5.0,8.0,10.1,2025,May
ISLAND FALLS (AUT),11.3,31.4,-5.6,,6.0,9.8,2025,May
KEY LAKE,8.9,27.8,-11.9,,6.8,5.4,2025,May
KEY LAKE,10.4,31.0,-10.1,,16.7,8.5,2025,May
LA RONGE RCS,12.2,29.2,-4.4,,2.6,5.6,2025,May
LA RONGE A,12.1,29.1,-5.7,0.0,3.2,5.1,2025,May
LOON LAKE RCS,12.0,31.3,-4.0,,33.1,4.7,2025,May
MEADOW LAKE A,12.9,32.3,-1.6,,,10.8,2025,May
SOUTHEND,9.5,28.8,-6.0,,0.2,3.2,2025,May
SPIRITWOOD WEST,12.1,30.6,-6.1,,9.0,4.0,2025,May
STONY RAPIDS,8.5,33.3,-13.2,,14.5,5.8,2025,May
WASKESIU LAKE,12.8,31.0,-3.8,,5.5,9.9,2025,May
MEADOW LAKE,12.9,32.2,-3.6,,24.6,9.6,2025,May
URANIUM CITY (AUT),9.3,32.4,-9.7,,6.1,5.9,2025,May
NIPAWIN,13.2,32.3,-3.3,,0.0,13.1,2025,May
NIPAWIN,14.2,33.1,-2.1,,1.5,11.7,2025,May
HUDSON BAY(AUT),12.7,32.1,-3.6,,16.6,12.0,2025,May
BALDUR,13.5,34.0,-5.0,0.0,41.6,19.5,2025,May
BRANDON A,12.6,33.4,-3.5,0.0,77.1,15.5,2025,May
BRANDON RCS,12.7,32.9,-3.3,,69.4,14.9,2025,May
CARBERRY CS,13.0,33.3,-2.6,,101.7,16.3,2025,May
CYPRESS RIVER RCS,12.9,33.3,-2.4,,84.8,20.0,2025,May
ELKHORN 2 EAST,10.9,33.5,-2.0,0.0,41.0,5.8,2025,May
PORTAGE ROMANCE,,,,0.0,33.2,,2025,May
PORTAGE LA PRAIRIE CDA,,,,0.0,29.6,,2025,May
PORTAGE SOUTHPORT,13.6,33.3,-0.7,,41.0,20.3,2025,May
ROBLIN,12.1,30.1,-2.0,,33.5,6.4,2025,May
SHOAL LAKE CS,11.7,31.4,-3.3,,35.1,11.4,2025,May
VIRDEN WATER,13.6,33.0,-3.0,0.0,86.6,12.0,2025,May
WASAGAMING,10.6,30.9,-5.7,,23.3,5.8,2025,May
MELITA,13.0,33.9,-1.9,,65.5,17.4,2025,May
ROBLIN FRIESEN 3 NORTHWEST,,,,0.0,31.0,,2025,May
RIVERS PETTAPIECE,,,,0.0,65.4,,2025,May
DEERWOOD RCS,14.8,35.6,-1.3,,78.3,37.5,2025,May
EMERSON AUTO,14.7,37.8,-0.1,,47.8,28.5,2025,May
GRETNA (AUT),15.4,36.7,-0.7,,56.7,35.9,2025,May
HOLLAND,,,,0.0,78.4,,2025,May
KLEEFELD (MAFRI),13.9,34.7,-1.8,,39.9,19.2,2025,May
MARQUETTE,15.8,35.5,-1.0,0.0,30.4,36.5,2025,May
MORDEN CDA CS,13.7,35.8,1.1,,97.2,19.7,2025,May
PILOT MOUND (AUT),12.7,35.4,-1.6,,37.8,20.5,2025,May
ST LABRE,,,,0.0,18.4,,2025,May
WINNIPEG ST ANDREWS,13.9,36.9,-1.8,,,25.4,2025,May
SCHANZENFELD,,,,0.0,28.0,,2025,May
SNOW LAKE,11.0,29.9,-5.1,,23.1,8.9,2025,May
SPRAGUE,14.2,34.4,-1.1,,21.5,33.1,2025,May
STONY MOUNTAIN,14.4,37.5,-4.0,0.0,15.0,29.1,2025,May
WINNIPEG INTL A,14.7,36.9,-1.0,,,31.2,2025,May
WINNIPEG THE FORKS,16.1,36.8,1.0,,24.3,42.4,2025,May
CARMAN U OF M CS,14.2,37.0,-0.2,,36.4,28.2,2025,May
WINNIPEG A CS,14.9,37.0,-0.9,,30.4,31.0,2025,May
BERENS RIVER CS,10.1,27.1,-4.1,,29.1,2.3,2025,May
BERENS RIVER A,10.8,27.3,-4.1,,,2.3,2025,May
GEORGE ISLAND (AUT),6.5,21.2,-3.5,,8.6,0.0,2025,May
FISHER BRANCH (AUT),12.6,32.8,-5.5,,11.5,14.4,2025,May
GIMLI HARBOUR CS,12.7,35.1,0.4,,,12.3,2025,May
GIMLI CLIMATE,13.1,36.2,-0.2,,24.4,11.1,2025,May
GREAT FALLS CLIMATE,13.5,34.9,-0.8,,22.0,14.9,2025,May
INDIAN BAY,14.0,34.0,-2.0,0.0,17.6,23.7,2025,May
GRAND RAPIDS (AUT),6.8,30.2,-6.2,,9.7,0.0,2025,May
PINAWA CANWARN,,,,0.0,12.0,,2025,May
RENNIE,13.0,34.0,-5.0,0.0,5.0,6.5,2025,May
VICTORIA BEACH (AUT),12.4,32.6,0.7,,,12.2,2025,May
PINAWA,13.4,34.4,-2.0,,12.2,21.8,2025,May
BEAVER,,,,0.0,7.8,,2025,May
DAUPHIN CS,12.0,31.5,-6.0,,35.7,9.1,2025,May
DAUPHIN,12.3,31.9,-6.2,,37.8,14.2,2025,May
MAFEKING,12.2,32.0,-4.0,0.0,43.8,17.9,2025,May
MCCREARY,12.3,32.9,-5.8,,27.4,16.7,2025,May
OAKPOINT MARINE,12.6,30.4,-1.7,,18.7,9.1,2025,May
SWAN RIVER RCS,12.4,32.0,-3.5,,23.9,9.9,2025,May
FLIN FLON,10.5,30.7,-3.3,,11.8,2.7,2025,May
FLIN FLON,10.8,27.0,-3.0,0.0,7.2,0.0,2025,May
FLIN FLON A,11.2,30.5,-3.5,,,5.9,2025,May
THE PAS A,11.7,31.2,-3.1,,15.1,13.1,2025,May
THE PAS CLIMATE,11.0,30.3,-2.3,,13.3,8.2,2025,May
CHURCHILL A,1.7,25.9,-22.1,,70.2,1.6,2025,May
CHURCHILL A,1.9,25.9,-22.1,,,1.7,2025,May
CHURCHILL CLIMATE,2.1,26.0,-21.8,,26.8,1.7,2025,May
CROSS LAKE JENPEG 2,10.1,29.8,-5.7,,18.6,3.9,2025,May
JENPEG,10.2,28.7,-6.1,,12.8,4.2,2025,May
GILLAM,7.1,27.6,-14.8,,23.3,0.4,2025,May
GILLAM A,10.0,25.8,-2.9,0.0,0.0,0.7,2025,May
ISLAND LAKE A,9.8,28.5,-6.4,,0.0,4.3,2025,May
ISLAND LAKE AIRPORT,9.8,28.4,-6.3,,45.8,4.7,2025,May
KELSEY DAM CS,7.9,27.5,-9.2,,25.7,0.0,2025,May
LYNN LAKE,8.8,27.5,-11.1,,8.7,4.2,2025,May
LYNN LAKE RCS,9.3,29.1,-11.7,,10.8,8.5,2025,May
NORWAY HOUSE,10.1,27.0,-5.1,,8.3,1.4,2025,May
TADOULE LAKE,6.0,27.4,-20.0,,16.3,3.1,2025,May
TADOULE LAKE CS,4.9,27.6,-21.8,,28.2,1.8,2025,May
THOMPSON AIRPORT,9.1,30.4,-7.8,,17.6,0.6,2025,May
THOMPSON A,9.1,30.3,-8.2,5.6,14.0,2.3,2025,May
ATTAWAPISKAT A,5.1,30.7,-9.5,,15.9,2.1,2025,May
BIG TROUT LAKE A,7.8,28.0,-8.7,,38.4,0.0,2025,May
BIG TROUT LAKE,6.5,28.5,-9.6,,50.1,0.0,2025,May
EAR FALLS (AUT),12.4,32.0,-2.8,,4.5,14.0,2025,May
FORT SEVERN A,2.6,27.9,-15.2,,11.6,1.9,2025,May
LANSDOWNE HOUSE A,8.1,34.0,-5.7,,13.6,1.3,2025,May
LANSDOWNE HOUSE (AUT),7.9,34.3,-6.4,,13.6,1.5,2025,May
MUSKRAT DAM,9.5,28.9,-4.5,,23.3,2.1,2025,May
PEAWANUCK (AUT),1.9,23.3,-16.1,,25.6,0.0,2025,May
PEAWANUCK A,3.4,29.0,-15.5,,21.1,3.2,2025,May
PICKLE LAKE (AUT),9.2,32.7,-4.5,,7.2,6.9,2025,May
PICKLE LAKE A,9.2,27.9,-4.5,,1.9,2.6,2025,May
RED LAKE A,11.5,32.3,-4.5,,,12.2,2025,May
SANDY LAKE A,10.1,30.0,-3.7,,0.0,6.7,2025,May
WEAGAMOW LAKE,8.6,30.7,-7.2,,18.1,1.8,2025,May
BARWICK,14.1,33.5,0.0,0.0,16.0,29.4,2025,May
ATIKOKAN (AUT),11.8,31.9,-3.5,,20.5,17.1,2025,May
FORT FRANCES RCS,12.9,34.1,-2.0,,21.1,24.1,2025,May
DRYDEN REGIONAL,12.9,31.9,-1.2,,11.7,19.5,2025,May
KENORA RCS,14.4,32.4,-0.9,,5.9,29.0,2025,May
KENORA A,13.6,31.6,-0.8,0.9,7.8,25.1,2025,May
RAWSON LAKE (AUT),13.7,32.1,-0.6,,1.1,20.7,2025,May
ROYAL ISLAND (AUT),14.2,32.7,-0.2,,13.3,25.5,2025,May
SIOUX LOOKOUT A,11.7,31.5,-2.7,3.4,9.0,13.3,2025,May
SIOUX LOOKOUT AIRPORT,12.1,32.0,-1.9,,8.1,15.6,2025,May
ARMSTRONG (AUT),8.7,29.5,-6.5,,30.5,0.0,2025,May
ARMSTRONG A,8.4,29.5,-7.2,,24.1,0.0,2025,May
CAMERON FALLS (AUT),8.5,27.3,-4.8,,32.2,0.0,2025,May
CARIBOU ISLAND (AUT),6.4,14.2,1.6,,10.0,0.0,2025,May
GERALDTON A,9.2,29.2,-4.7,,16.1,4.9,2025,May
GERALDTON AIRPORT,8.9,29.2,-7.4,,15.5,4.7,2025,May
HAZELWOOD,,,,0.0,21.4,,2025,May
MARATHON A,8.6,25.3,-6.9,,,0.0,2025,May
PUKASKWA (AUT),8.5,23.1,-5.0,,7.0,0.4,2025,May
TERRACE BAY AIRPORT,7.8,25.2,-7.3,,21.1,0.0,2025,May
THUNDER BAY,9.4,29.4,-5.5,,19.3,0.0,2025,May
THUNDER BAY A,9.5,29.4,-5.5,,,0.0,2025,May
THUNDER BAY CS,9.5,28.7,-5.4,,9.7,0.0,2025,May
UPSALA (AUT),10.4,31.5,-4.4,,17.4,7.3,2025,May
WELCOME ISLAND (AUT),8.3,21.3,0.8,,12.4,0.0,2025,May
LITTLE FLATLAND ISLAND (AUT),6.1,19.6,-4.6,,14.6,0.0,2025,May
LAKE SUPERIOR PROVINCIAL PARK,9.4,27.5,-4.1,,49.0,1.8,2025,May
SAULT STE MARIE A,10.1,28.1,-3.4,0.0,51.0,3.7,2025,May
SAULT STE. MARIE AIRPORT,10.0,27.6,-2.8,,46.9,3.4,2025,May
WAWA A,9.2,24.3,-3.3,,,1.7,2025,May
CHAPLEAU A,9.8,29.6,-5.5,,,6.0,2025,May
CHAPLEAU AIRPORT,9.3,29.2,-5.1,,39.7,5.8,2025,May
MONETVILLE 2,11.5,27.0,-2.5,0.0,62.2,0.3,2025,May
SUDBURY CLIMATE,10.9,28.8,-4.5,,63.2,3.6,2025,May
SUDBURY A,10.3,28.8,-2.8,0.0,68.0,2.1,2025,May
BONNER LAKE,7.1,30.0,-8.5,0.0,30.6,0.0,2025,May
EARLTON A,10.0,29.8,-4.5,,40.0,2.3,2025,May
EARLTON CLIMATE,10.1,30.1,-3.5,,37.1,2.2,2025,May
KAPUSKASING A,9.1,31.3,-7.4,6.8,36.5,5.3,2025,May
KAPUSKASING A,8.6,28.4,-7.4,,,3.6,2025,May
KAPUSKASING CDA ON,9.7,31.3,-8.1,,26.2,7.1,2025,May
KIRKLAND LAKE,9.0,30.5,-7.0,,25.8,0.0,2025,May
MOOSONEE,5.9,30.5,-8.5,,23.2,1.2,2025,May
MOOSONEE RCS,5.6,30.5,-9.7,,19.6,0.0,2025,May
NAGAGAMI (AUT),8.7,30.5,-7.8,,18.7,8.0,2025,May
OGOKI POST A,8.2,33.5,-5.3,,10.7,5.7,2025,May
OGOKI POST,8.2,33.6,-5.4,,12.1,5.5,2025,May
TIMMINS CLIMATE,9.5,31.1,-7.1,,26.3,6.9,2025,May
TIMMINS A,9.5,31.4,-7.2,0.0,30.1,7.2,2025,May
ALGONQUIN PARK EAST GATE,10.2,28.8,-4.7,,95.7,0.0,2025,May
NORTH BAY A,11.0,29.6,-3.7,,65.7,6.1,2025,May
NORTH BAY AIRPORT,11.2,29.8,-2.9,,63.8,6.2,2025,May
GORE BAY-MANITOULIN,11.2,24.6,-2.0,,18.3,0.4,2025,May
GORE BAY CLIMATE,10.9,24.6,-2.6,,65.0,0.0,2025,May
APPLETON,13.4,28.0,-0.5,0.0,60.4,5.1,2025,May
BROCKVILLE CLIMATE,12.8,28.2,-1.0,,65.1,2.3,2025,May
CORNWALL,13.7,28.0,0.0,0.0,80.0,9.3,2025,May
DRUMMOND CENTRE,13.6,28.0,-0.5,0.0,77.2,6.2,2025,May
GRENADIER ISLAND,13.3,28.4,3.8,,35.2,3.5,2025,May
HARTINGTON IHD,14.3,26.5,0.5,0.0,73.0,3.7,2025,May
KEMPTVILLE CS,13.2,28.1,-1.2,,40.5,3.0,2025,May
KINGSTON CLIMATE,12.2,25.2,1.1,,69.5,0.0,2025,May
KINGSTON A,12.4,25.6,1.1,,,0.3,2025,May
MOOSE CREEK WELLS,13.1,27.9,-2.8,,54.0,4.2,2025,May
OMPAH-SEITZ,13.0,29.0,0.5,0.0,119.2,4.1,2025,May
OTTAWA CDA,14.7,28.0,0.0,0.0,28.4,8.2,2025,May
OTTAWA CDA RCS,13.7,27.4,0.3,,74.2,5.0,2025,May
OTTAWA INTL A,13.3,28.0,-2.8,0.0,60.7,3.0,2025,May
PEMBROKE CLIMATE,11.9,27.7,-3.8,,80.7,2.3,2025,May
ST. ALBERT,13.2,28.0,-4.0,0.0,94.4,7.3,2025,May
PETAWAWA HOFFMAN,13.5,28.0,-2.5,0.0,76.0,9.9,2025,May
BALDWIN,12.5,29.5,-2.0,0.0,83.4,5.9,2025,May
BARRIE LANDFILL,13.1,28.5,-0.5,0.0,88.0,2.5,2025,May
BEATRICE CLIMATE,11.2,28.6,-2.2,,99.6,1.3,2025,May
COLDWATER WARMINSTER,12.7,27.5,1.0,0.0,89.8,5.5,2025,May
LAGOON CITY,12.3,26.9,2.3,,,3.1,2025,May
MUSKOKA,12.1,28.8,-2.2,,88.4,2.7,2025,May
ORILLIA BRAIN,12.5,27.0,0.5,0.0,106.4,5.1,2025,May
PARRY SOUND CCG,12.5,29.2,-0.9,,103.0,5.0,2025,May
SHANTY BAY,12.2,28.0,-1.0,0.0,83.6,3.0,2025,May
BARRIE-ORO,11.4,26.8,-0.2,,92.4,1.1,2025,May
UDORA,12.8,28.5,-1.0,0.0,92.4,6.9,2025,May
WIARTON A,10.6,26.1,-0.3,,,0.3,2025,May
WIARTON A,10.6,26.1,-0.3,0.0,76.4,0.3,2025,May
WESTERN ISLAND (AUT),8.5,22.1,1.3,,,0.0,2025,May
EGBERT CS,11.5,27.9,-1.6,,60.6,4.1,2025,May
GODERICH,11.2,26.3,-1.9,,39.6,8.3,2025,May
SARNIA,11.3,25.7,2.5,,71.0,3.7,2025,May
SARNIA CLIMATE,11.4,27.0,2.6,,51.8,6.3,2025,May
TOBERMORY RCS,9.9,24.4,-2.6,,55.5,0.5,2025,May
AMHERSTBURG,14.5,29.5,2.5,0.0,95.4,11.8,2025,May
CHATHAM KENT,12.7,24.7,1.1,,51.0,2.1,2025,May
CEDAR SPRINGS,12.5,23.6,2.2,,89.1,0.4,2025,May
DELHI CS,12.1,28.2,-4.0,,71.4,5.1,2025,May
GRIMSBY MOUNTAIN,13.1,29.0,4.0,0.0,117.2,5.3,2025,May
HARROW CDA AUTO,13.5,27.0,1.8,,99.6,6.4,2025,May
NEW GLASGOW,12.7,25.0,2.0,0.0,97.0,1.5,2025,May
PORT COLBORNE,12.6,25.5,2.5,0.0,60.2,4.1,2025,May
PORT WELLER (AUT),12.1,25.1,5.8,,99.0,0.0,2025,May
RIDGETOWN RCS,12.2,25.7,-0.9,,70.0,2.6,2025,May
ST CATHARINES A,13.0,26.3,1.6,,,2.7,2025,May
ST THOMAS WPCP,13.2,28.0,-3.0,0.0,57.0,5.0,2025,May
TILLSONBURG WWTP,,,,0.0,73.4,,2025,May
VINELAND STATION RCS,11.9,26.4,3.4,,107.0,0.6,2025,May
WELLAND-PELHAM,12.9,27.7,1.7,,81.2,3.1,2025,May
WINDSOR A,13.8,28.2,2.5,,65.6,8.1,2025,May
POINT PELEE CS,13.5,27.4,1.7,,104.4,3.5,2025,May
BRANTFORD AIRPORT,12.5,27.3,1.1,,104.4,4.4,2025,May
ELORA RCS,11.4,26.0,-0.4,,82.6,1.1,2025,May
FERGUS SHAND DAM,11.8,27.5,0.0,0.0,89.0,1.8,2025,May
